bank,hospital,house,school,supermarket
5.0,4.0,6.0,6.0,0.0
2.0,2.0,4.0,2.0,2.0
4.0,3.0,5.0,6.0,0.0
4.0,2.0,3.0,1.0,0.0
3.0,1.0,2.0,3.0,0.0
3.0,1.0,2.0,3.0,0.0
2.0,3.0,0.0,2.0,0.0
2.0,1.0,1.0,0.0,0.0
2.0,0.0,0.0,4.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,4.0,1.0,2.0,0.0
2.0,4.0,1.0,3.0,0.0
3.0,1.0,8.0,5.0,0.0
3.0,1.0,8.0,5.0,0.0
6.0,0.0,4.0,12.0,3.0
20.0,8.0,66.0,21.0,6.0
21.0,12.0,79.0,27.0,4.0
5.0,2.0,35.0,11.0,1.0
4.0,1.0,17.0,5.0,1.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,0.0,1.0
3.0,2.0,2.0,2.0,0.0
3.0,1.0,1.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,1.0,0.0,1.0,0.0
3.0,1.0,0.0,1.0,0.0
2.0,3.0,4.0,2.0,2.0
6.0,3.0,19.0,8.0,1.0
3.0,1.0,2.0,5.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,2.0,10.0,4.0,0.0
3.0,3.0,15.0,5.0,0.0
2.0,0.0,0.0,1.0,0.0
4.0,4.0,7.0,4.0,0.0
3.0,3.0,5.0,2.0,0.0
3.0,1.0,1.0,2.0,0.0
3.0,4.0,8.0,6.0,0.0
2.0,1.0,11.0,6.0,0.0
18.0,12.0,46.0,19.0,0.0
12.0,7.0,24.0,12.0,0.0
3.0,1.0,0.0,1.0,0.0
3.0,1.0,0.0,1.0,0.0
10.0,3.0,4.0,5.0,2.0
11.0,3.0,4.0,5.0,2.0
11.0,3.0,30.0,10.0,2.0
15.0,5.0,44.0,19.0,2.0
5.0,3.0,11.0,6.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,4.0,1.0,6.0,0.0
2.0,5.0,1.0,6.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,3.0,0.0,2.0,0.0
2.0,1.0,4.0,3.0,0.0
2.0,1.0,2.0,1.0,0.0
2.0,1.0,2.0,3.0,0.0
3.0,1.0,2.0,4.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,0.0,1.0,2.0,0.0
2.0,1.0,5.0,1.0,0.0
3.0,3.0,4.0,2.0,0.0
3.0,2.0,8.0,4.0,0.0
28.0,15.0,71.0,26.0,4.0
29.0,12.0,56.0,20.0,4.0
10.0,2.0,1.0,7.0,2.0
10.0,2.0,1.0,8.0,2.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,0.0,1.0,1.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,3.0,0.0,2.0,0.0
3.0,1.0,1.0,4.0,0.0
5.0,2.0,2.0,5.0,0.0
3.0,2.0,1.0,7.0,0.0
3.0,1.0,1.0,3.0,0.0
3.0,2.0,1.0,4.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,1.0,1.0,4.0,1.0
3.0,1.0,1.0,5.0,1.0
2.0,0.0,2.0,2.0,0.0
2.0,1.0,1.0,4.0,0.0
2.0,1.0,1.0,4.0,0.0
3.0,2.0,4.0,3.0,0.0
4.0,3.0,4.0,2.0,0.0
7.0,3.0,13.0,6.0,2.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
4.0,2.0,3.0,2.0,1.0
4.0,2.0,3.0,2.0,1.0
2.0,0.0,1.0,1.0,0.0
2.0,0.0,1.0,1.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,2.0,1.0,3.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,1.0,5.0,0.0
3.0,2.0,1.0,6.0,0.0
2.0,1.0,4.0,3.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,0.0,2.0,2.0,0.0
3.0,2.0,4.0,3.0,0.0
3.0,1.0,4.0,2.0,0.0
4.0,3.0,10.0,4.0,0.0
3.0,2.0,1.0,1.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,1.0,2.0,1.0,1.0
2.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,4.0,0.0
2.0,1.0,2.0,3.0,0.0
2.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,1.0,6.0,0.0
4.0,3.0,4.0,6.0,1.0
3.0,3.0,1.0,1.0,1.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,2.0,0.0
3.0,2.0,2.0,1.0,0.0
3.0,2.0,2.0,2.0,0.0
2.0,0.0,1.0,3.0,0.0
2.0,0.0,1.0,1.0,0.0
3.0,1.0,4.0,4.0,0.0
3.0,1.0,2.0,2.0,0.0
2.0,0.0,1.0,2.0,0.0
2.0,0.0,1.0,2.0,0.0
2.0,0.0,0.0,0.0,0.0
16.0,19.0,54.0,32.0,8.0
17.0,16.0,54.0,33.0,10.0
2.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,3.0,0.0
2.0,1.0,0.0,1.0,0.0
3.0,1.0,2.0,2.0,2.0
3.0,1.0,3.0,6.0,2.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,1.0,1.0,5.0,0.0
2.0,0.0,1.0,0.0,0.0
2.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
4.0,3.0,4.0,6.0,1.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
3.0,2.0,2.0,2.0,0.0
2.0,0.0,0.0,2.0,1.0
2.0,0.0,0.0,2.0,1.0
2.0,4.0,1.0,3.0,1.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,1.0,10.0,2.0,0.0
34.0,24.0,91.0,37.0,13.0
28.0,19.0,82.0,35.0,16.0
3.0,2.0,21.0,11.0,2.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,1.0,0.0
2.0,0.0,1.0,0.0,0.0
2.0,1.0,1.0,1.0,0.0
4.0,1.0,3.0,4.0,0.0
4.0,1.0,3.0,4.0,0.0
2.0,1.0,1.0,4.0,0.0
2.0,1.0,1.0,4.0,0.0
2.0,1.0,1.0,0.0,0.0
3.0,1.0,1.0,1.0,0.0
6.0,2.0,20.0,8.0,1.0
10.0,3.0,32.0,12.0,1.0
4.0,2.0,19.0,6.0,0.0
2.0,2.0,4.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
10.0,4.0,28.0,8.0,1.0
2.0,1.0,1.0,4.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,2.0,11.0,5.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,1.0,4.0,1.0,0.0
3.0,1.0,4.0,3.0,0.0
2.0,2.0,1.0,2.0,0.0
3.0,4.0,1.0,6.0,1.0
3.0,4.0,1.0,6.0,1.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,2.0,7.0,5.0,1.0
2.0,0.0,5.0,4.0,0.0
2.0,2.0,5.0,2.0,0.0
2.0,2.0,5.0,2.0,0.0
3.0,2.0,5.0,6.0,0.0
3.0,2.0,5.0,5.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,2.0,1.0,3.0,0.0
3.0,2.0,1.0,3.0,0.0
4.0,1.0,3.0,6.0,1.0
5.0,1.0,3.0,5.0,1.0
3.0,3.0,12.0,5.0,0.0
3.0,3.0,13.0,5.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,0.0,1.0,0.0,0.0
4.0,1.0,1.0,7.0,0.0
4.0,1.0,1.0,7.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,0.0,0.0,4.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0
3.0,1.0,2.0,1.0,0.0
3.0,1.0,2.0,1.0,0.0
2.0,1.0,7.0,3.0,0.0
2.0,1.0,7.0,3.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
5.0,1.0,1.0,2.0,0.0
5.0,1.0,1.0,1.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,2.0,0.0,2.0,0.0
4.0,2.0,0.0,6.0,0.0
2.0,0.0,0.0,5.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,2.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,3.0,2.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,1.0,0.0
3.0,0.0,2.0,4.0,0.0
3.0,0.0,2.0,4.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
3.0,1.0,3.0,2.0,0.0
3.0,2.0,4.0,3.0,0.0
3.0,2.0,4.0,3.0,0.0
3.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
3.0,2.0,8.0,2.0,0.0
4.0,3.0,15.0,3.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,0.0,0.0,4.0,0.0
2.0,2.0,0.0,1.0,0.0
2.0,2.0,0.0,1.0,0.0
4.0,2.0,9.0,3.0,0.0
18.0,6.0,45.0,19.0,3.0
22.0,12.0,64.0,29.0,1.0
3.0,2.0,2.0,2.0,0.0
3.0,1.0,1.0,3.0,3.0
3.0,1.0,1.0,1.0,3.0
3.0,1.0,3.0,3.0,1.0
3.0,1.0,3.0,3.0,1.0
4.0,1.0,1.0,5.0,0.0
4.0,1.0,1.0,4.0,0.0
2.0,1.0,1.0,4.0,0.0
2.0,1.0,1.0,5.0,0.0
2.0,1.0,3.0,4.0,0.0
2.0,1.0,3.0,4.0,0.0
2.0,1.0,6.0,0.0,0.0
2.0,1.0,5.0,0.0,0.0
2.0,1.0,0.0,1.0,0.0
13.0,4.0,36.0,9.0,0.0
24.0,9.0,68.0,23.0,0.0
4.0,3.0,15.0,3.0,0.0
4.0,3.0,15.0,5.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,1.0,2.0,0.0
5.0,2.0,1.0,5.0,0.0
5.0,2.0,1.0,6.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,2.0,1.0,2.0,0.0
4.0,1.0,9.0,3.0,1.0
22.0,10.0,76.0,31.0,3.0
22.0,12.0,83.0,39.0,1.0
3.0,1.0,1.0,3.0,3.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,2.0,3.0,0.0
2.0,1.0,2.0,2.0,0.0
3.0,1.0,3.0,3.0,1.0
2.0,1.0,1.0,5.0,0.0
2.0,1.0,1.0,5.0,0.0
2.0,1.0,3.0,4.0,0.0
2.0,1.0,3.0,4.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
38.0,13.0,84.0,41.0,7.0
47.0,22.0,117.0,55.0,7.0
6.0,8.0,24.0,18.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,2.0,0.0,2.0,0.0
2.0,2.0,0.0,3.0,0.0
3.0,2.0,7.0,7.0,1.0
22.0,9.0,75.0,24.0,3.0
47.0,12.0,122.0,38.0,7.0
29.0,12.0,47.0,26.0,7.0
7.0,7.0,6.0,9.0,1.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,2.0,1.0,1.0,0.0
2.0,2.0,1.0,1.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,2.0,0.0,1.0,0.0
30.0,8.0,119.0,20.0,3.0
25.0,6.0,81.0,14.0,3.0
2.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,2.0,0.0,2.0,0.0
3.0,0.0,1.0,2.0,0.0
3.0,0.0,1.0,3.0,0.0
6.0,2.0,33.0,13.0,0.0
21.0,9.0,74.0,18.0,5.0
5.0,5.0,21.0,12.0,2.0
2.0,0.0,0.0,2.0,0.0
3.0,0.0,0.0,3.0,0.0
2.0,0.0,0.0,2.0,0.0
3.0,2.0,2.0,7.0,1.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,2.0,1.0,3.0,0.0
2.0,0.0,0.0,2.0,0.0
3.0,0.0,0.0,2.0,0.0
3.0,6.0,2.0,6.0,1.0
3.0,6.0,3.0,6.0,1.0
3.0,0.0,0.0,2.0,0.0
3.0,0.0,0.0,2.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,4.0,4.0,0.0
2.0,1.0,4.0,4.0,0.0
4.0,1.0,8.0,6.0,0.0
4.0,1.0,5.0,5.0,0.0
2.0,1.0,2.0,4.0,0.0
2.0,1.0,2.0,4.0,0.0
3.0,1.0,2.0,7.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,2.0,0.0,1.0,0.0
3.0,1.0,1.0,2.0,0.0
2.0,0.0,1.0,1.0,0.0
12.0,4.0,6.0,14.0,1.0
2.0,1.0,0.0,0.0,0.0
10.0,4.0,7.0,13.0,1.0
2.0,2.0,26.0,4.0,0.0
21.0,6.0,74.0,17.0,3.0
17.0,3.0,26.0,5.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,2.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,3.0,0.0
3.0,0.0,2.0,3.0,0.0
4.0,2.0,2.0,5.0,1.0
2.0,0.0,1.0,3.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,3.0,0.0,4.0,1.0
3.0,6.0,3.0,4.0,1.0
2.0,0.0,0.0,2.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
4.0,0.0,8.0,5.0,0.0
2.0,1.0,2.0,4.0,0.0
2.0,1.0,1.0,4.0,0.0
4.0,1.0,2.0,10.0,0.0
2.0,1.0,2.0,3.0,0.0
2.0,1.0,2.0,3.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,1.0,1.0,0.0
2.0,0.0,1.0,1.0,0.0
16.0,5.0,4.0,9.0,2.0
20.0,6.0,8.0,15.0,2.0
3.0,1.0,3.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
4.0,2.0,1.0,3.0,1.0
5.0,3.0,4.0,5.0,1.0
3.0,3.0,1.0,7.0,0.0
10.0,5.0,8.0,16.0,1.0
4.0,1.0,3.0,2.0,1.0
2.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,2.0,0.0,4.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,3.0,2.0,4.0,0.0
2.0,3.0,2.0,5.0,0.0
2.0,0.0,0.0,2.0,0.0
3.0,1.0,0.0,4.0,0.0
2.0,3.0,0.0,1.0,0.0
3.0,1.0,1.0,3.0,0.0
4.0,1.0,1.0,5.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,2.0,3.0,6.0,0.0
2.0,2.0,6.0,3.0,0.0
2.0,1.0,2.0,1.0,0.0
3.0,3.0,2.0,1.0,1.0
3.0,3.0,3.0,2.0,1.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,1.0,0.0,2.0,0.0
3.0,1.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
3.0,2.0,1.0,2.0,0.0
4.0,1.0,3.0,3.0,0.0
4.0,1.0,3.0,3.0,0.0
3.0,1.0,2.0,4.0,0.0
2.0,4.0,6.0,4.0,2.0
4.0,2.0,5.0,3.0,2.0
3.0,1.0,1.0,2.0,0.0
3.0,1.0,2.0,3.0,0.0
2.0,3.0,1.0,4.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
5.0,1.0,3.0,4.0,1.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,0.0
2.0,3.0,0.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,4.0,2.0,0.0
7.0,5.0,4.0,9.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,0.0,1.0,3.0,0.0
3.0,3.0,1.0,7.0,0.0
2.0,2.0,0.0,1.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,1.0,1.0,3.0,0.0
3.0,2.0,4.0,1.0,0.0
5.0,0.0,3.0,1.0,0.0
2.0,2.0,5.0,2.0,0.0
2.0,1.0,3.0,1.0,0.0
2.0,1.0,2.0,1.0,0.0
3.0,3.0,3.0,3.0,1.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,0.0,0.0,1.0,0.0
5.0,3.0,2.0,7.0,1.0
6.0,1.0,12.0,14.0,2.0
10.0,4.0,48.0,15.0,1.0
5.0,2.0,47.0,9.0,0.0
4.0,1.0,24.0,15.0,0.0
2.0,1.0,3.0,1.0,0.0
4.0,2.0,0.0,4.0,0.0
3.0,2.0,2.0,2.0,0.0
3.0,2.0,0.0,1.0,0.0
4.0,1.0,2.0,3.0,0.0
4.0,1.0,2.0,4.0,0.0
4.0,1.0,3.0,3.0,0.0
4.0,1.0,3.0,4.0,0.0
2.0,1.0,0.0,1.0,0.0
4.0,1.0,5.0,3.0,2.0
4.0,0.0,4.0,2.0,1.0
2.0,1.0,0.0,0.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,2.0,0.0,2.0,0.0
2.0,2.0,0.0,0.0,0.0
3.0,0.0,0.0,1.0,0.0
2.0,3.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
9.0,5.0,6.0,8.0,0.0
9.0,5.0,6.0,10.0,0.0
2.0,0.0,1.0,3.0,0.0
4.0,1.0,1.0,4.0,0.0
4.0,1.0,1.0,4.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0
4.0,2.0,4.0,3.0,0.0
2.0,0.0,2.0,1.0,0.0
2.0,0.0,1.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,2.0,0.0,1.0,0.0
3.0,3.0,1.0,3.0,0.0
8.0,3.0,12.0,11.0,1.0
45.0,16.0,169.0,61.0,4.0
54.0,20.0,241.0,85.0,6.0
13.0,5.0,74.0,36.0,1.0
3.0,2.0,1.0,3.0,1.0
2.0,2.0,4.0,1.0,0.0
2.0,0.0,3.0,0.0,0.0
4.0,2.0,6.0,5.0,0.0
4.0,2.0,5.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,2.0,0.0
2.0,3.0,0.0,0.0,0.0
2.0,5.0,0.0,3.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
3.0,2.0,0.0,3.0,0.0
3.0,2.0,3.0,3.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,2.0,1.0
2.0,2.0,2.0,3.0,1.0
2.0,1.0,2.0,3.0,0.0
2.0,1.0,0.0,4.0,0.0
2.0,1.0,0.0,5.0,0.0
2.0,1.0,1.0,2.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,0.0,0.0
2.0,1.0,1.0,1.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,1.0,0.0,3.0,0.0
2.0,0.0,1.0,0.0,0.0
2.0,2.0,1.0,2.0,0.0
3.0,2.0,2.0,7.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
18.0,11.0,53.0,26.0,4.0
29.0,14.0,83.0,42.0,6.0
15.0,8.0,50.0,25.0,6.0
15.0,8.0,44.0,23.0,6.0
3.0,2.0,1.0,5.0,1.0
4.0,2.0,5.0,4.0,1.0
2.0,2.0,1.0,4.0,0.0
2.0,2.0,1.0,4.0,0.0
4.0,2.0,4.0,5.0,0.0
2.0,0.0,1.0,3.0,0.0
2.0,0.0,1.0,2.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,2.0,0.0,1.0,0.0
2.0,4.0,1.0,3.0,0.0
2.0,5.0,1.0,3.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
8.0,4.0,22.0,6.0,0.0
21.0,5.0,44.0,10.0,3.0
29.0,5.0,67.0,29.0,9.0
31.0,12.0,67.0,22.0,10.0
8.0,6.0,25.0,8.0,2.0
3.0,4.0,9.0,4.0,0.0
2.0,1.0,2.0,2.0,0.0
2.0,1.0,1.0,2.0,0.0
6.0,3.0,22.0,8.0,0.0
3.0,1.0,17.0,9.0,0.0
2.0,2.0,2.0,3.0,0.0
2.0,3.0,2.0,7.0,0.0
2.0,2.0,2.0,7.0,0.0
2.0,2.0,0.0,2.0,0.0
3.0,2.0,2.0,3.0,0.0
3.0,2.0,2.0,8.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,1.0,1.0,3.0,0.0
2.0,0.0,4.0,2.0,0.0
10.0,4.0,32.0,10.0,4.0
5.0,1.0,22.0,10.0,1.0
3.0,0.0,0.0,3.0,0.0
5.0,0.0,3.0,7.0,1.0
5.0,0.0,2.0,3.0,1.0
2.0,0.0,1.0,0.0,0.0
3.0,2.0,0.0,2.0,0.0
19.0,8.0,17.0,8.0,1.0
25.0,12.0,37.0,21.0,1.0
3.0,4.0,19.0,12.0,0.0
7.0,2.0,7.0,6.0,0.0
18.0,4.0,26.0,10.0,1.0
15.0,3.0,14.0,6.0,1.0
5.0,0.0,0.0,2.0,1.0
3.0,1.0,2.0,2.0,0.0
3.0,1.0,2.0,1.0,0.0
2.0,2.0,0.0,3.0,0.0
3.0,3.0,1.0,5.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
3.0,2.0,1.0,4.0,0.0
17.0,7.0,20.0,24.0,1.0
28.0,12.0,41.0,26.0,2.0
32.0,14.0,81.0,26.0,4.0
90.0,30.0,141.0,55.0,17.0
74.0,30.0,96.0,45.0,14.0
9.0,5.0,27.0,6.0,1.0
2.0,1.0,0.0,2.0,0.0
2.0,1.0,0.0,2.0,0.0
10.0,6.0,45.0,11.0,1.0
53.0,29.0,110.0,45.0,4.0
42.0,21.0,70.0,40.0,3.0
2.0,0.0,1.0,0.0,0.0
2.0,1.0,1.0,0.0,0.0
2.0,2.0,1.0,2.0,0.0
2.0,2.0,1.0,2.0,0.0
2.0,2.0,2.0,1.0,0.0
2.0,2.0,2.0,1.0,0.0
2.0,1.0,4.0,2.0,0.0
2.0,1.0,4.0,3.0,0.0
28.0,17.0,72.0,31.0,10.0
31.0,20.0,83.0,57.0,11.0
21.0,7.0,100.0,41.0,6.0
7.0,4.0,48.0,22.0,2.0
2.0,1.0,1.0,3.0,0.0
2.0,1.0,1.0,3.0,0.0
2.0,2.0,1.0,4.0,0.0
2.0,2.0,0.0,4.0,0.0
6.0,0.0,1.0,5.0,0.0
5.0,0.0,1.0,5.0,0.0
2.0,0.0,1.0,1.0,0.0
2.0,0.0,2.0,2.0,1.0
3.0,2.0,4.0,4.0,0.0
3.0,2.0,4.0,4.0,0.0
2.0,3.0,0.0,0.0,0.0
2.0,1.0,1.0,0.0,0.0
2.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,1.0,0.0
5.0,5.0,10.0,5.0,1.0
21.0,8.0,25.0,9.0,0.0
2.0,1.0,14.0,6.0,0.0
7.0,1.0,6.0,5.0,0.0
15.0,3.0,23.0,7.0,0.0
12.0,2.0,10.0,3.0,1.0
5.0,0.0,0.0,2.0,1.0
2.0,2.0,1.0,0.0,1.0
3.0,1.0,1.0,2.0,0.0
3.0,1.0,2.0,2.0,0.0
3.0,3.0,1.0,5.0,0.0
2.0,1.0,0.0,2.0,0.0
