bank,hospital,house,school,supermarket
9.0,7.0,56.0,31.0,1.0
10.0,10.0,104.0,85.0,2.0
22.0,20.0,260.0,127.0,4.0
31.0,18.0,254.0,72.0,2.0
10.0,8.0,105.0,43.0,0.0
13.0,3.0,175.0,161.0,5.0
46.0,17.0,477.0,252.0,11.0
42.0,13.0,413.0,112.0,9.0
5.0,0.0,7.0,10.0,2.0
5.0,0.0,4.0,5.0,2.0
5.0,1.0,0.0,3.0,2.0
5.0,1.0,0.0,3.0,2.0
6.0,2.0,5.0,7.0,0.0
6.0,2.0,5.0,6.0,0.0
8.0,2.0,11.0,7.0,1.0
5.0,3.0,10.0,4.0,1.0
7.0,3.0,13.0,5.0,1.0
32.0,3.0,93.0,119.0,8.0
29.0,14.0,71.0,63.0,6.0
5.0,7.0,38.0,15.0,0.0
14.0,12.0,252.0,45.0,4.0
42.0,24.0,669.0,114.0,12.0
48.0,22.0,608.0,122.0,14.0
38.0,17.0,364.0,343.0,8.0
47.0,16.0,457.0,254.0,8.0
64.0,32.0,765.0,444.0,14.0
52.0,31.0,855.0,349.0,16.0
10.0,5.0,379.0,71.0,2.0
5.0,0.0,7.0,8.0,2.0
6.0,2.0,4.0,7.0,0.0
12.0,5.0,23.0,20.0,1.0
9.0,3.0,22.0,16.0,1.0
6.0,2.0,6.0,4.0,0.0
8.0,5.0,49.0,26.0,1.0
5.0,6.0,60.0,31.0,2.0
7.0,6.0,70.0,21.0,1.0
18.0,14.0,119.0,35.0,3.0
17.0,13.0,91.0,28.0,2.0
31.0,27.0,246.0,99.0,9.0
57.0,34.0,787.0,130.0,13.0
64.0,33.0,736.0,240.0,24.0
63.0,29.0,731.0,606.0,18.0
28.0,16.0,421.0,393.0,10.0
22.0,8.0,299.0,203.0,4.0
14.0,6.0,499.0,281.0,2.0
5.0,0.0,17.0,9.0,0.0
8.0,2.0,20.0,8.0,1.0
16.0,8.0,64.0,25.0,4.0
39.0,21.0,156.0,56.0,5.0
26.0,26.0,193.0,54.0,4.0
49.0,35.0,250.0,69.0,13.0
32.0,22.0,193.0,55.0,8.0
41.0,40.0,338.0,157.0,13.0
91.0,49.0,587.0,126.0,23.0
116.0,25.0,545.0,70.0,16.0
92.0,15.0,523.0,355.0,7.0
10.0,4.0,266.0,243.0,0.0
5.0,2.0,19.0,7.0,1.0
6.0,0.0,25.0,12.0,0.0
5.0,0.0,13.0,7.0,0.0
7.0,2.0,16.0,6.0,3.0
5.0,5.0,57.0,19.0,0.0
17.0,9.0,107.0,36.0,0.0
6.0,3.0,40.0,15.0,1.0
5.0,5.0,10.0,22.0,1.0
19.0,18.0,128.0,41.0,7.0
45.0,31.0,284.0,99.0,7.0
41.0,40.0,282.0,88.0,3.0
83.0,74.0,429.0,160.0,25.0
103.0,43.0,502.0,147.0,54.0
90.0,25.0,325.0,81.0,37.0
54.0,19.0,218.0,78.0,5.0
86.0,8.0,234.0,55.0,8.0
79.0,9.0,263.0,56.0,4.0
23.0,4.0,101.0,27.0,0.0
15.0,6.0,21.0,7.0,5.0
12.0,9.0,83.0,41.0,1.0
23.0,13.0,151.0,59.0,1.0
26.0,17.0,147.0,48.0,5.0
46.0,34.0,213.0,60.0,3.0
48.0,34.0,201.0,49.0,4.0
117.0,69.0,431.0,109.0,23.0
173.0,96.0,854.0,220.0,55.0
116.0,61.0,731.0,136.0,28.0
50.0,19.0,291.0,109.0,3.0
54.0,17.0,332.0,76.0,9.0
72.0,16.0,347.0,91.0,9.0
33.0,11.0,129.0,30.0,1.0
5.0,3.0,23.0,8.0,0.0
5.0,7.0,23.0,16.0,0.0
5.0,2.0,13.0,8.0,0.0
19.0,10.0,41.0,17.0,8.0
14.0,8.0,28.0,10.0,8.0
5.0,2.0,1.0,1.0,0.0
15.0,4.0,52.0,40.0,3.0
16.0,7.0,46.0,26.0,3.0
7.0,5.0,57.0,15.0,3.0
28.0,23.0,181.0,46.0,6.0
45.0,30.0,174.0,51.0,2.0
37.0,15.0,182.0,42.0,4.0
92.0,26.0,403.0,60.0,11.0
152.0,56.0,793.0,126.0,11.0
129.0,81.0,812.0,151.0,7.0
45.0,15.0,262.0,51.0,2.0
22.0,17.0,201.0,43.0,4.0
57.0,27.0,307.0,107.0,4.0
43.0,28.0,161.0,179.0,1.0
14.0,13.0,87.0,33.0,0.0
5.0,6.0,22.0,12.0,0.0
7.0,3.0,10.0,8.0,4.0
7.0,3.0,11.0,8.0,4.0
5.0,2.0,1.0,1.0,0.0
9.0,6.0,24.0,12.0,0.0
13.0,4.0,42.0,14.0,2.0
6.0,6.0,16.0,7.0,1.0
6.0,11.0,41.0,28.0,2.0
43.0,21.0,148.0,74.0,9.0
47.0,13.0,122.0,53.0,9.0
18.0,6.0,58.0,22.0,4.0
24.0,6.0,85.0,33.0,3.0
43.0,18.0,208.0,68.0,2.0
72.0,32.0,313.0,74.0,8.0
85.0,41.0,449.0,86.0,12.0
76.0,37.0,371.0,85.0,6.0
38.0,19.0,178.0,64.0,4.0
13.0,7.0,53.0,15.0,2.0
22.0,14.0,94.0,98.0,2.0
56.0,34.0,220.0,76.0,4.0
50.0,38.0,261.0,82.0,6.0
12.0,14.0,85.0,35.0,1.0
5.0,6.0,21.0,9.0,1.0
16.0,15.0,46.0,14.0,3.0
11.0,5.0,27.0,15.0,1.0
21.0,8.0,54.0,26.0,5.0
15.0,8.0,40.0,21.0,4.0
9.0,2.0,31.0,14.0,2.0
44.0,14.0,90.0,44.0,10.0
42.0,13.0,70.0,37.0,8.0
18.0,12.0,49.0,27.0,7.0
35.0,19.0,73.0,40.0,5.0
10.0,4.0,26.0,12.0,2.0
9.0,3.0,52.0,33.0,0.0
10.0,3.0,38.0,11.0,3.0
16.0,2.0,101.0,30.0,3.0
27.0,13.0,131.0,52.0,4.0
34.0,17.0,169.0,68.0,6.0
17.0,6.0,112.0,34.0,1.0
33.0,14.0,151.0,61.0,5.0
47.0,19.0,156.0,98.0,5.0
23.0,13.0,84.0,60.0,2.0
7.0,7.0,44.0,13.0,2.0
16.0,18.0,100.0,45.0,5.0
17.0,14.0,64.0,34.0,3.0
9.0,6.0,48.0,10.0,4.0
10.0,8.0,86.0,18.0,3.0
13.0,12.0,27.0,14.0,3.0
19.0,14.0,52.0,22.0,3.0
16.0,7.0,56.0,16.0,3.0
14.0,7.0,71.0,17.0,1.0
5.0,2.0,3.0,7.0,1.0
5.0,2.0,2.0,4.0,1.0
22.0,10.0,50.0,29.0,2.0
16.0,9.0,41.0,26.0,3.0
6.0,4.0,30.0,14.0,2.0
14.0,8.0,53.0,26.0,1.0
6.0,2.0,20.0,10.0,1.0
6.0,4.0,11.0,7.0,2.0
8.0,6.0,37.0,16.0,4.0
15.0,3.0,60.0,28.0,5.0
7.0,9.0,70.0,41.0,2.0
16.0,13.0,73.0,19.0,12.0
16.0,15.0,136.0,28.0,10.0
32.0,13.0,60.0,21.0,3.0
56.0,27.0,122.0,59.0,7.0
52.0,20.0,158.0,54.0,3.0
18.0,8.0,75.0,18.0,1.0
6.0,1.0,17.0,6.0,0.0
15.0,4.0,29.0,12.0,2.0
12.0,7.0,13.0,11.0,2.0
5.0,2.0,2.0,5.0,1.0
5.0,1.0,25.0,11.0,2.0
76.0,22.0,145.0,60.0,13.0
115.0,38.0,265.0,118.0,18.0
45.0,13.0,145.0,52.0,4.0
19.0,2.0,44.0,13.0,2.0
6.0,2.0,19.0,7.0,1.0
29.0,11.0,51.0,19.0,6.0
21.0,9.0,29.0,14.0,5.0
7.0,5.0,47.0,22.0,2.0
7.0,7.0,37.0,20.0,4.0
5.0,4.0,37.0,20.0,4.0
12.0,2.0,36.0,15.0,7.0
14.0,1.0,22.0,8.0,7.0
8.0,1.0,24.0,10.0,1.0
5.0,2.0,40.0,24.0,1.0
5.0,1.0,13.0,13.0,0.0
5.0,1.0,20.0,3.0,0.0
29.0,9.0,82.0,31.0,1.0
50.0,17.0,142.0,54.0,4.0
18.0,11.0,79.0,31.0,4.0
11.0,7.0,41.0,28.0,3.0
5.0,0.0,22.0,11.0,0.0
6.0,1.0,26.0,12.0,1.0
26.0,10.0,38.0,18.0,7.0
14.0,3.0,17.0,9.0,3.0
8.0,4.0,34.0,17.0,1.0
8.0,6.0,26.0,17.0,3.0
7.0,3.0,15.0,4.0,0.0
22.0,6.0,29.0,14.0,7.0
6.0,2.0,7.0,10.0,2.0
14.0,7.0,52.0,19.0,2.0
32.0,13.0,85.0,31.0,7.0
28.0,9.0,67.0,28.0,5.0
16.0,5.0,39.0,13.0,6.0
20.0,3.0,51.0,21.0,2.0
20.0,4.0,60.0,27.0,1.0
6.0,1.0,21.0,12.0,0.0
10.0,3.0,13.0,8.0,1.0
26.0,8.0,48.0,21.0,7.0
15.0,3.0,31.0,13.0,7.0
11.0,6.0,12.0,12.0,2.0
14.0,4.0,32.0,6.0,3.0
5.0,1.0,15.0,4.0,1.0
9.0,5.0,19.0,17.0,4.0
19.0,13.0,31.0,31.0,7.0
12.0,7.0,10.0,16.0,3.0
23.0,4.0,40.0,18.0,6.0
42.0,10.0,74.0,23.0,7.0
18.0,5.0,38.0,16.0,2.0
7.0,4.0,17.0,8.0,4.0
6.0,3.0,15.0,6.0,2.0
19.0,9.0,38.0,21.0,5.0
20.0,10.0,36.0,23.0,6.0
5.0,4.0,21.0,10.0,0.0
11.0,3.0,31.0,9.0,0.0
25.0,20.0,73.0,53.0,8.0
24.0,19.0,69.0,53.0,8.0
9.0,8.0,54.0,33.0,1.0
21.0,22.0,111.0,69.0,10.0
5.0,9.0,40.0,29.0,3.0
8.0,0.0,17.0,7.0,2.0
5.0,0.0,17.0,7.0,1.0
16.0,8.0,62.0,31.0,6.0
27.0,21.0,109.0,51.0,11.0
7.0,1.0,8.0,8.0,2.0
6.0,10.0,40.0,17.0,1.0
26.0,20.0,142.0,47.0,5.0
22.0,11.0,101.0,41.0,1.0
14.0,4.0,51.0,10.0,3.0
7.0,2.0,17.0,1.0,2.0
11.0,6.0,28.0,11.0,0.0
21.0,13.0,49.0,19.0,1.0
15.0,11.0,101.0,60.0,4.0
61.0,26.0,298.0,94.0,8.0
59.0,26.0,249.0,66.0,6.0
18.0,8.0,52.0,16.0,2.0
5.0,3.0,4.0,6.0,3.0
25.0,14.0,52.0,20.0,4.0
35.0,22.0,74.0,33.0,4.0
8.0,5.0,19.0,19.0,1.0
29.0,14.0,147.0,44.0,1.0
30.0,14.0,155.0,40.0,2.0
12.0,8.0,67.0,32.0,0.0
6.0,5.0,8.0,4.0,2.0
6.0,2.0,25.0,14.0,1.0
25.0,15.0,114.0,56.0,7.0
18.0,6.0,50.0,30.0,3.0
14.0,5.0,21.0,16.0,6.0
22.0,11.0,17.0,17.0,8.0
9.0,13.0,70.0,21.0,3.0
8.0,6.0,45.0,13.0,1.0
16.0,10.0,27.0,13.0,3.0
6.0,1.0,16.0,1.0,1.0
7.0,4.0,24.0,14.0,2.0
10.0,6.0,35.0,16.0,2.0
33.0,18.0,48.0,42.0,12.0
34.0,18.0,42.0,40.0,12.0
12.0,3.0,20.0,4.0,2.0
49.0,26.0,105.0,36.0,23.0
64.0,29.0,124.0,47.0,24.0
11.0,8.0,23.0,10.0,0.0
13.0,12.0,31.0,19.0,6.0
36.0,18.0,78.0,27.0,8.0
25.0,7.0,52.0,9.0,3.0
27.0,9.0,76.0,26.0,4.0
30.0,11.0,101.0,32.0,4.0
5.0,1.0,1.0,3.0,0.0
7.0,3.0,12.0,3.0,2.0
22.0,8.0,37.0,10.0,3.0
16.0,5.0,25.0,13.0,1.0
17.0,4.0,13.0,9.0,2.0
10.0,3.0,12.0,9.0,2.0
53.0,31.0,129.0,57.0,25.0
59.0,37.0,170.0,69.0,12.0
13.0,13.0,47.0,19.0,0.0
5.0,1.0,1.0,5.0,0.0
26.0,12.0,32.0,26.0,4.0
13.0,3.0,10.0,4.0,3.0
21.0,9.0,28.0,17.0,2.0
23.0,9.0,22.0,16.0,2.0
10.0,5.0,40.0,19.0,1.0
10.0,6.0,39.0,22.0,1.0
6.0,1.0,2.0,4.0,0.0
6.0,1.0,2.0,5.0,0.0
30.0,12.0,52.0,37.0,5.0
18.0,9.0,36.0,22.0,3.0
6.0,0.0,0.0,1.0,0.0
5.0,0.0,0.0,1.0,0.0
6.0,0.0,0.0,1.0,0.0
5.0,15.0,31.0,9.0,2.0
5.0,0.0,11.0,2.0,0.0
33.0,23.0,85.0,28.0,12.0
35.0,32.0,97.0,43.0,12.0
8.0,5.0,33.0,8.0,1.0
23.0,13.0,58.0,18.0,4.0
23.0,19.0,54.0,12.0,10.0
17.0,15.0,53.0,21.0,3.0
15.0,19.0,49.0,29.0,4.0
5.0,2.0,4.0,5.0,4.0
5.0,2.0,4.0,7.0,4.0
27.0,19.0,48.0,30.0,5.0
31.0,26.0,62.0,31.0,10.0
7.0,5.0,16.0,4.0,3.0
5.0,2.0,1.0,5.0,4.0
5.0,2.0,3.0,6.0,4.0
5.0,1.0,2.0,5.0,2.0
5.0,1.0,2.0,6.0,2.0
14.0,5.0,29.0,17.0,3.0
23.0,8.0,56.0,22.0,4.0
5.0,3.0,21.0,11.0,1.0
15.0,12.0,40.0,23.0,5.0
18.0,9.0,52.0,18.0,8.0
21.0,8.0,43.0,23.0,6.0
36.0,12.0,81.0,38.0,8.0
11.0,4.0,34.0,14.0,2.0
11.0,8.0,26.0,12.0,5.0
16.0,7.0,33.0,16.0,6.0
6.0,5.0,17.0,19.0,1.0
14.0,5.0,48.0,30.0,2.0
8.0,2.0,20.0,11.0,0.0
16.0,7.0,37.0,20.0,3.0
29.0,15.0,76.0,62.0,8.0
12.0,9.0,41.0,42.0,5.0
7.0,4.0,17.0,14.0,1.0
8.0,3.0,9.0,4.0,1.0
10.0,4.0,14.0,10.0,1.0
5.0,3.0,6.0,3.0,0.0
12.0,2.0,5.0,5.0,2.0
11.0,3.0,8.0,5.0,2.0
5.0,5.0,20.0,5.0,0.0
16.0,11.0,25.0,21.0,1.0
10.0,6.0,5.0,10.0,1.0
11.0,2.0,7.0,3.0,2.0
11.0,3.0,11.0,5.0,2.0
16.0,11.0,25.0,21.0,1.0
6.0,5.0,3.0,9.0,1.0
7.0,4.0,15.0,15.0,3.0
6.0,3.0,6.0,6.0,3.0
7.0,4.0,16.0,17.0,5.0
5.0,1.0,3.0,2.0,0.0
5.0,1.0,3.0,2.0,0.0
5.0,2.0,14.0,11.0,2.0
5.0,2.0,14.0,9.0,2.0
8.0,7.0,18.0,20.0,6.0
9.0,7.0,16.0,25.0,6.0
25.0,14.0,77.0,39.0,9.0
28.0,15.0,78.0,42.0,9.0
5.0,1.0,30.0,7.0,0.0
5.0,1.0,26.0,9.0,2.0
16.0,10.0,17.0,21.0,2.0
26.0,15.0,45.0,35.0,5.0
8.0,6.0,30.0,16.0,1.0
11.0,10.0,11.0,8.0,1.0
6.0,4.0,13.0,17.0,0.0
21.0,11.0,24.0,42.0,3.0
27.0,14.0,33.0,46.0,5.0
6.0,4.0,10.0,10.0,1.0
11.0,10.0,16.0,16.0,2.0
11.0,10.0,16.0,14.0,1.0
13.0,4.0,5.0,13.0,5.0
26.0,7.0,30.0,38.0,7.0
12.0,3.0,18.0,20.0,1.0
16.0,3.0,38.0,30.0,3.0
11.0,2.0,23.0,17.0,2.0
5.0,4.0,39.0,10.0,0.0
11.0,5.0,34.0,10.0,0.0
5.0,2.0,12.0,5.0,0.0
9.0,4.0,16.0,13.0,1.0
6.0,1.0,12.0,12.0,1.0
11.0,10.0,22.0,10.0,0.0
11.0,9.0,19.0,9.0,0.0
7.0,6.0,30.0,16.0,3.0
33.0,20.0,77.0,37.0,11.0
24.0,18.0,44.0,27.0,9.0
26.0,11.0,88.0,33.0,6.0
65.0,19.0,207.0,47.0,16.0
30.0,14.0,123.0,24.0,4.0
6.0,3.0,21.0,10.0,0.0
8.0,1.0,17.0,10.0,1.0
5.0,3.0,13.0,12.0,0.0
20.0,10.0,35.0,13.0,6.0
11.0,4.0,19.0,10.0,3.0
33.0,13.0,132.0,57.0,5.0
50.0,20.0,209.0,64.0,17.0
11.0,4.0,70.0,16.0,0.0
14.0,3.0,24.0,15.0,2.0
10.0,2.0,8.0,4.0,1.0
12.0,3.0,9.0,10.0,1.0
5.0,2.0,2.0,6.0,0.0
5.0,4.0,44.0,12.0,0.0
20.0,10.0,28.0,47.0,6.0
21.0,10.0,27.0,29.0,7.0
22.0,10.0,42.0,52.0,6.0
22.0,9.0,46.0,40.0,7.0
8.0,1.0,15.0,11.0,0.0
8.0,4.0,8.0,15.0,0.0
7.0,4.0,16.0,13.0,2.0
24.0,9.0,43.0,37.0,5.0
21.0,5.0,34.0,26.0,3.0
11.0,4.0,8.0,8.0,2.0
6.0,3.0,10.0,7.0,2.0
8.0,6.0,10.0,20.0,2.0
5.0,3.0,13.0,15.0,2.0
21.0,9.0,25.0,17.0,5.0
17.0,6.0,16.0,15.0,5.0
11.0,4.0,12.0,4.0,2.0
11.0,5.0,12.0,6.0,2.0
6.0,1.0,8.0,7.0,0.0
6.0,1.0,8.0,8.0,0.0
16.0,7.0,16.0,9.0,5.0
15.0,4.0,9.0,7.0,5.0
5.0,1.0,4.0,9.0,2.0
5.0,2.0,0.0,3.0,1.0
5.0,2.0,0.0,6.0,1.0
6.0,0.0,3.0,4.0,0.0
7.0,1.0,6.0,10.0,2.0
5.0,1.0,26.0,9.0,0.0
9.0,0.0,38.0,18.0,2.0
6.0,7.0,24.0,11.0,3.0
14.0,7.0,63.0,21.0,4.0
31.0,16.0,114.0,53.0,4.0
46.0,24.0,169.0,75.0,6.0
10.0,12.0,67.0,36.0,0.0
33.0,7.0,75.0,52.0,5.0
37.0,8.0,91.0,57.0,6.0
6.0,3.0,23.0,7.0,2.0
6.0,9.0,43.0,21.0,3.0
73.0,31.0,198.0,69.0,12.0
58.0,37.0,257.0,77.0,10.0
9.0,6.0,83.0,21.0,1.0
15.0,5.0,34.0,36.0,5.0
12.0,4.0,40.0,34.0,1.0
5.0,3.0,8.0,11.0,1.0
18.0,14.0,35.0,38.0,7.0
14.0,7.0,16.0,31.0,6.0
23.0,17.0,106.0,71.0,6.0
85.0,53.0,287.0,108.0,21.0
86.0,39.0,278.0,78.0,16.0
26.0,12.0,100.0,33.0,5.0
5.0,3.0,9.0,9.0,1.0
21.0,14.0,38.0,24.0,7.0
11.0,9.0,23.0,22.0,4.0
13.0,6.0,60.0,37.0,4.0
60.0,32.0,204.0,85.0,13.0
57.0,36.0,266.0,83.0,10.0
20.0,10.0,125.0,43.0,1.0
7.0,4.0,22.0,22.0,2.0
11.0,6.0,55.0,42.0,5.0
17.0,4.0,69.0,32.0,2.0
22.0,6.0,62.0,39.0,2.0
17.0,15.0,59.0,59.0,6.0
10.0,11.0,45.0,44.0,2.0
14.0,11.0,36.0,36.0,3.0
12.0,10.0,21.0,26.0,4.0
12.0,3.0,11.0,17.0,3.0
16.0,11.0,35.0,24.0,3.0
15.0,11.0,50.0,38.0,4.0
21.0,16.0,71.0,49.0,7.0
20.0,15.0,80.0,58.0,3.0
16.0,20.0,109.0,26.0,0.0
48.0,40.0,181.0,75.0,3.0
21.0,35.0,158.0,78.0,3.0
38.0,40.0,157.0,77.0,7.0
29.0,28.0,103.0,67.0,6.0
5.0,5.0,6.0,10.0,0.0
15.0,8.0,30.0,22.0,1.0
13.0,4.0,35.0,22.0,1.0
13.0,10.0,44.0,32.0,0.0
52.0,32.0,130.0,104.0,11.0
44.0,26.0,107.0,90.0,11.0
10.0,15.0,61.0,40.0,1.0
58.0,39.0,201.0,86.0,9.0
93.0,63.0,231.0,122.0,16.0
52.0,52.0,148.0,90.0,15.0
18.0,26.0,123.0,46.0,3.0
8.0,8.0,68.0,20.0,1.0
24.0,8.0,43.0,33.0,3.0
23.0,12.0,51.0,32.0,3.0
5.0,4.0,5.0,16.0,2.0
17.0,20.0,40.0,38.0,2.0
13.0,10.0,46.0,31.0,0.0
5.0,8.0,63.0,35.0,1.0
12.0,31.0,114.0,56.0,1.0
29.0,30.0,122.0,54.0,8.0
17.0,15.0,59.0,34.0,3.0
6.0,8.0,54.0,21.0,0.0
25.0,8.0,73.0,46.0,3.0
28.0,10.0,71.0,47.0,3.0
6.0,2.0,6.0,8.0,1.0
5.0,1.0,11.0,2.0,1.0
13.0,12.0,61.0,42.0,1.0
19.0,14.0,51.0,54.0,3.0
6.0,2.0,6.0,14.0,3.0
6.0,2.0,6.0,13.0,3.0
13.0,7.0,31.0,29.0,3.0
18.0,10.0,35.0,26.0,7.0
5.0,1.0,15.0,4.0,1.0
7.0,2.0,36.0,20.0,1.0
40.0,21.0,104.0,86.0,7.0
43.0,30.0,102.0,122.0,6.0
13.0,12.0,37.0,50.0,0.0
12.0,4.0,11.0,7.0,3.0
5.0,3.0,29.0,18.0,1.0
20.0,8.0,58.0,47.0,8.0
28.0,12.0,53.0,45.0,9.0
5.0,1.0,17.0,16.0,0.0
5.0,6.0,51.0,34.0,4.0
19.0,8.0,25.0,10.0,2.0
25.0,10.0,28.0,11.0,3.0
6.0,3.0,6.0,6.0,2.0
5.0,7.0,32.0,15.0,2.0
6.0,5.0,17.0,15.0,2.0
6.0,4.0,10.0,18.0,5.0
18.0,4.0,30.0,18.0,2.0
35.0,14.0,75.0,46.0,8.0
23.0,10.0,43.0,28.0,6.0
6.0,3.0,6.0,14.0,5.0
6.0,5.0,10.0,20.0,5.0
6.0,3.0,11.0,6.0,1.0
7.0,4.0,22.0,6.0,0.0
23.0,11.0,40.0,18.0,0.0
9.0,9.0,23.0,9.0,0.0
5.0,2.0,13.0,6.0,0.0
23.0,11.0,39.0,18.0,0.0
5.0,7.0,14.0,11.0,0.0
7.0,1.0,7.0,19.0,0.0
5.0,1.0,10.0,20.0,0.0
29.0,9.0,42.0,70.0,4.0
24.0,10.0,37.0,54.0,5.0
11.0,6.0,35.0,26.0,1.0
5.0,3.0,14.0,15.0,0.0
32.0,15.0,26.0,47.0,5.0
38.0,14.0,32.0,59.0,5.0
6.0,1.0,10.0,15.0,0.0
10.0,7.0,26.0,28.0,3.0
8.0,10.0,34.0,19.0,2.0
10.0,2.0,33.0,11.0,6.0
7.0,1.0,21.0,9.0,6.0
9.0,6.0,35.0,17.0,2.0
30.0,16.0,75.0,39.0,4.0
23.0,13.0,36.0,20.0,3.0
12.0,1.0,17.0,21.0,1.0
21.0,4.0,28.0,41.0,2.0
6.0,3.0,14.0,16.0,0.0
6.0,2.0,23.0,7.0,1.0
14.0,9.0,22.0,15.0,1.0
5.0,4.0,15.0,17.0,0.0
6.0,8.0,1.0,8.0,2.0
8.0,9.0,4.0,14.0,4.0
5.0,0.0,6.0,15.0,2.0
11.0,11.0,4.0,18.0,4.0
18.0,17.0,10.0,31.0,4.0
8.0,1.0,7.0,4.0,3.0
17.0,4.0,21.0,25.0,5.0
14.0,4.0,14.0,22.0,6.0
16.0,13.0,34.0,30.0,2.0
12.0,7.0,15.0,22.0,2.0
5.0,2.0,9.0,9.0,2.0
5.0,5.0,33.0,14.0,2.0
8.0,6.0,7.0,7.0,1.0
8.0,6.0,7.0,7.0,1.0
11.0,14.0,12.0,45.0,3.0
13.0,17.0,18.0,45.0,4.0
6.0,4.0,14.0,8.0,0.0
7.0,5.0,9.0,9.0,1.0
8.0,7.0,7.0,7.0,1.0
10.0,9.0,24.0,8.0,0.0
27.0,14.0,51.0,30.0,7.0
5.0,4.0,1.0,11.0,1.0
5.0,4.0,2.0,10.0,1.0
32.0,30.0,32.0,102.0,7.0
39.0,37.0,49.0,118.0,8.0
7.0,6.0,15.0,18.0,1.0
5.0,2.0,2.0,10.0,1.0
5.0,2.0,2.0,8.0,1.0
5.0,2.0,0.0,10.0,0.0
5.0,1.0,0.0,7.0,0.0
6.0,4.0,13.0,8.0,0.0
24.0,11.0,37.0,19.0,5.0
41.0,22.0,71.0,44.0,7.0
8.0,7.0,23.0,22.0,1.0
6.0,6.0,9.0,43.0,1.0
9.0,6.0,25.0,48.0,1.0
5.0,0.0,7.0,3.0,0.0
13.0,9.0,20.0,15.0,3.0
15.0,14.0,17.0,17.0,2.0
8.0,11.0,10.0,15.0,0.0
6.0,4.0,10.0,5.0,1.0
11.0,6.0,31.0,13.0,3.0
13.0,10.0,35.0,25.0,3.0
14.0,9.0,27.0,26.0,1.0
13.0,9.0,22.0,15.0,3.0
11.0,6.0,15.0,11.0,2.0
6.0,1.0,8.0,5.0,0.0
7.0,0.0,13.0,4.0,0.0
10.0,4.0,15.0,12.0,1.0
5.0,7.0,35.0,18.0,1.0
23.0,23.0,114.0,39.0,5.0
22.0,11.0,92.0,37.0,5.0
15.0,13.0,37.0,21.0,2.0
5.0,5.0,13.0,12.0,0.0
20.0,13.0,33.0,17.0,3.0
24.0,14.0,39.0,27.0,3.0
5.0,3.0,12.0,10.0,1.0
5.0,4.0,20.0,10.0,1.0
6.0,7.0,54.0,31.0,1.0
56.0,38.0,203.0,88.0,10.0
46.0,26.0,160.0,53.0,8.0
5.0,7.0,34.0,8.0,1.0
22.0,10.0,30.0,29.0,2.0
31.0,12.0,48.0,43.0,5.0
8.0,7.0,14.0,11.0,1.0
8.0,7.0,24.0,14.0,1.0
7.0,7.0,68.0,33.0,2.0
31.0,20.0,144.0,49.0,4.0
77.0,49.0,255.0,95.0,28.0
65.0,38.0,204.0,72.0,27.0
15.0,8.0,40.0,13.0,4.0
25.0,16.0,44.0,45.0,2.0
38.0,18.0,79.0,65.0,5.0
5.0,6.0,29.0,8.0,1.0
9.0,3.0,20.0,7.0,0.0
8.0,8.0,61.0,21.0,3.0
27.0,14.0,87.0,37.0,11.0
25.0,17.0,73.0,40.0,14.0
12.0,10.0,40.0,45.0,0.0
14.0,17.0,57.0,70.0,1.0
6.0,9.0,41.0,26.0,1.0
15.0,15.0,23.0,11.0,3.0
10.0,4.0,11.0,6.0,0.0
17.0,8.0,36.0,32.0,3.0
8.0,4.0,23.0,25.0,0.0
5.0,2.0,0.0,5.0,0.0
5.0,0.0,0.0,5.0,0.0
10.0,2.0,23.0,13.0,0.0
63.0,24.0,237.0,52.0,22.0
64.0,33.0,322.0,68.0,26.0
19.0,6.0,82.0,27.0,4.0
6.0,6.0,9.0,10.0,0.0
6.0,5.0,5.0,7.0,1.0
7.0,1.0,1.0,5.0,2.0
5.0,9.0,10.0,17.0,2.0
22.0,19.0,35.0,73.0,6.0
42.0,31.0,82.0,129.0,7.0
24.0,16.0,66.0,70.0,2.0
11.0,2.0,32.0,15.0,3.0
31.0,16.0,59.0,25.0,5.0
23.0,7.0,26.0,13.0,2.0
17.0,9.0,39.0,38.0,5.0
43.0,24.0,83.0,91.0,8.0
32.0,19.0,51.0,66.0,5.0
8.0,3.0,19.0,17.0,4.0
15.0,6.0,43.0,31.0,6.0
45.0,23.0,183.0,47.0,16.0
52.0,30.0,217.0,42.0,22.0
8.0,4.0,25.0,13.0,1.0
6.0,1.0,2.0,5.0,2.0
7.0,1.0,2.0,6.0,2.0
10.0,7.0,25.0,30.0,1.0
7.0,2.0,18.0,19.0,0.0
12.0,13.0,29.0,44.0,4.0
5.0,3.0,4.0,16.0,0.0
6.0,0.0,6.0,13.0,3.0
10.0,4.0,23.0,14.0,2.0
24.0,13.0,36.0,84.0,6.0
30.0,14.0,36.0,83.0,6.0
6.0,6.0,10.0,17.0,1.0
5.0,5.0,18.0,27.0,2.0
14.0,5.0,23.0,25.0,3.0
10.0,8.0,51.0,18.0,3.0
22.0,11.0,64.0,33.0,7.0
9.0,6.0,23.0,23.0,4.0
7.0,3.0,42.0,13.0,2.0
15.0,10.0,40.0,13.0,5.0
5.0,1.0,1.0,4.0,0.0
5.0,0.0,0.0,6.0,1.0
13.0,12.0,10.0,16.0,2.0
7.0,3.0,9.0,14.0,5.0
9.0,2.0,10.0,16.0,5.0
